ProDataCSV

Title: Sat Mar 09 13:45:26 2024

Remarks:
#User: SX User
#Date: 2024/03/09
#HV (Absorbance channel): 289.551
#Samples per point: 240
#Sample period: 12.5 us
#Temperature: 19.78 C
#Cell type: Stopped Flow
#Pathlength: 10

Last Modified: Sat Mar 09 13:59:22 2024 by unknown.

Options:

Available Dimensions:,3
Time,1000 time points over 3s,linear,oversampled,external trigger,pressure hold in operation
1.209,0.0413183,0.0409979,0.0411626,0.0413183,0.0414911
1.212,0.0413826,0.0410234,0.0412615,0.0415373,0.0415135
1.215,0.0413625,0.0411713,0.0412869,0.0413821,0.041493
1.218,0.0413389,0.041079,0.0411077,0.0412563,0.0415031
1.221,0.04147,0.0409764,0.0410506,0.0411527,0.0413397
1.224,0.0412528,0.0410176,0.041077,0.0410149,0.0413542
1.227,0.041264,0.0408938,0.0410508,0.0411595,0.0415175
1.23,0.041273,0.0409654,0.0412219,0.0412846,0.041394
1.233,0.0411832,0.0410515,0.0411928,0.0412406,0.0414138
1.236,0.0413515,0.040884,0.0409594,0.0412707,0.0413142
1.239,0.0413395,0.0409319,0.0410157,0.0411476,0.0411873
1.242,0.0412034,0.0408733,0.0408791,0.0410478,0.041286
1.245,0.041219,0.0408183,0.0409705,0.0411606,0.0412994
1.248,0.0411751,0.0408973,0.0411138,0.041104,0.0412729
1.251,0.0410696,0.0408216,0.0410204,0.0411741,0.0413345
1.254,0.04121,0.0407821,0.0409458,0.0412862,0.0412057
1.257,0.0411148,0.0408499,0.0409223,0.0410625,0.0411324
1.26,0.041087,0.0408227,0.0408278,0.0410989,0.0412567
1.263,0.041105,0.0408998,0.0409488,0.0410921,0.0412475
1.266,0.0411203,0.0408919,0.0409878,0.0409403,0.0412447
1.269,0.0411356,0.0406753,0.0408829,0.0409861,0.0411753
1.272,0.0410569,0.0407194,0.0408848,0.0409774,0.0410387
1.275,0.0408392,0.0407377,0.0407934,0.0409892,0.0411422
1.278,0.040967,0.0407029,0.0408376,0.0411882,0.0411584
1.281,0.0410239,0.0408889,0.0409007,0.0410489,0.041201
1.284,0.041071,0.0407423,0.0407768,0.0409629,0.0412289
1.287,0.0411656,0.0406811,0.0408348,0.0409452,0.0410014
1.29,0.0409166,0.0406328,0.0407749,0.0407697,0.0409566
1.293,0.0408344,0.0405339,0.0406994,0.04086,0.0410639
1.296,0.040816,0.0406422,0.0408495,0.0410979,0.0410508
1.299,0.0408155,0.0408151,0.0408697,0.0410488,0.0411034
1.302,0.0410357,0.0406699,0.0407927,0.0409942,0.0410748
1.305,0.0410464,0.0405838,0.0407696,0.0409059,0.0409081
1.308,0.0408485,0.0405625,0.0406701,0.0406771,0.0409371
1.311,0.0408174,0.0404649,0.0407285,0.0408373,0.040924
1.314,0.0407025,0.0405872,0.0408822,0.0409022,0.0409509
1.317,0.0406577,0.0407103,0.0408121,0.0409048,0.0411082
1.32,0.0408954,0.04068,0.0407743,0.0409444,0.0409383
1.323,0.040895,0.0406763,0.0406348,0.0407051,0.0408611
1.326,0.0408909,0.0405069,0.0405141,0.0406569,0.0409413
1.329,0.0408903,0.0404376,0.0406448,0.0407046,0.0408424
1.332,0.040683,0.0405657,0.0407178,0.0406799,0.0409103
1.335,0.0407505,0.0405704,0.0407564,0.0407762,0.0409561
1.338,0.0407945,0.040534,0.0408318,0.0408,0.0407591
1.341,0.0406803,0.0404782,0.0406188,0.0406864,0.0408262
1.344,0.0407864,0.0404039,0.0404963,0.0407614,0.0407806
1.347,0.040775,0.0404499,0.0406775,0.0407013,0.0407943
1.35,0.0407388,0.0405108,0.0405964,0.0406537,0.0408885
1.353,0.0408103,0.0404415,0.0407001,0.0406953,0.0407511
1.356,0.0406581,0.040548,0.0406971,0.0405661,0.040765
1.359,0.0405381,0.0403692,0.0405473,0.0406114,0.0408112
1.362,0.0405876,0.040439,0.0406217,0.040745,0.0407625
1.365,0.0405807,0.0405144,0.0405792,0.0406211,0.040795
1.368,0.0407414,0.0404176,0.0405573,0.040573,0.0408668
1.371,0.040875,0.0404489,0.0406813,0.04048,0.0407296
1.374,0.040679,0.0403422,0.0406358,0.0403655,0.040732
1.377,0.0406338,0.0401777,0.0405767,0.0405078,0.0407101
1.38,0.0405243,0.0403018,0.0406419,0.0405714,0.0406721
1.383,0.0405233,0.0402958,0.0405673,0.0405573,0.0407943
1.386,0.040699,0.0403128,0.040585,0.0406292,0.040703
1.389,0.04071,0.0404482,0.0405103,0.0403477,0.0405957
1.392,0.0406213,0.0402732,0.040397,0.0402508,0.0405904
1.395,0.0405619,0.0402377,0.0405194,0.0403525,0.040478
1.398,0.0403668,0.0402993,0.0405461,0.0404366,0.0406273
1.401,0.0403814,0.0402377,0.0405864,0.0405771,0.0407628
1.404,0.0405074,0.0403598,0.0406323,0.040633,0.040712
1.407,0.0404912,0.040374,0.0403962,0.0403412,0.0406455
1.41,0.0405861,0.0402091,0.0403533,0.0402669,0.0405417
1.413,0.0405576,0.040176,0.0404676,0.0402279,0.0405034
1.416,0.0403927,0.0402223,0.0404314,0.0402673,0.0406099
1.419,0.0405064,0.0401307,0.040604,0.0404317,0.0405793
1.422,0.0403932,0.0402769,0.0406258,0.0403754,0.0406131
1.425,0.0404363,0.0402158,0.0403944,0.0403249,0.0405868
1.428,0.0405537,0.0401815,0.0403702,0.0403169,0.0404184
1.431,0.0403901,0.0402594,0.0402818,0.0402348,0.0404999
1.434,0.040439,0.0401687,0.0402825,0.0402949,0.0405291
1.437,0.0403819,0.0402824,0.040509,0.0403249,0.040417
1.44,0.0402549,0.0402147,0.0404039,0.0402473,0.0405541
1.443,0.0403606,0.0400557,0.0402813,0.0403081,0.0404766
1.446,0.0403133,0.0401271,0.0403179,0.0402874,0.0404354
1.449,0.0402453,0.040164,0.0402466,0.0402588,0.0406375
1.452,0.0403869,0.0402324,0.0402672,0.0403398,0.0405288
1.455,0.0403219,0.0402732,0.0404526,0.0401522,0.0403362
1.458,0.0402985,0.0401048,0.0403249,0.0401086,0.0404746
1.461,0.0403163,0.0399825,0.0403177,0.0402289,0.0403283
1.464,0.0400943,0.0401067,0.04033,0.0401758,0.0403616
1.467,0.0401374,0.0401041,0.0402104,0.0403205,0.0404952
1.47,0.0403133,0.0401984,0.0403817,0.0403047,0.0404219
1.473,0.0403321,0.0402016,0.0402252,0.0401063,0.0403622
1.476,0.0403833,0.0400448,0.0401853,0.0401219,0.0403033
1.479,0.0403182,0.040048,0.0402631,0.0400643,0.040199
1.482,0.040094,0.0400312,0.0402042,0.0400893,0.040357
1.485,0.0400873,0.040098,0.0403085,0.0403467,0.0404113
1.488,0.0401877,0.0402325,0.0403633,0.0402038,0.0404361
1.491,0.0402024,0.0401351,0.0402239,0.0401146,0.0404481
1.494,0.0402948,0.0400519,0.0401562,0.0400958,0.040302
1.497,0.040137,0.0400465,0.0401299,0.0399571,0.0402562
1.5,0.0400404,0.0399292,0.0401611,0.0400982,0.0402726
1.503,0.0400376,0.0400202,0.0402878,0.0402203,0.0403015
1.506,0.0400701,0.0401367,0.0402341,0.0401807,0.0404509
1.509,0.0402325,0.0399997,0.0401219,0.0402056,0.0404049
1.512,0.0402036,0.0400475,0.0401224,0.0400519,0.0401974
1.515,0.0401223,0.0400062,0.0400095,0.0399078,0.0402371
1.518,0.0401907,0.0399604,0.0401225,0.0400129,0.0401402
1.521,0.040082,0.0401191,0.0402833,0.0400123,0.040192
1.524,0.040072,0.040062,0.0402389,0.0400835,0.0402907
1.527,0.0401919,0.0400072,0.0402473,0.0401403,0.0401918
1.53,0.0400543,0.0399297,0.0400939,0.0400098,0.0402053
1.533,0.040103,0.0399025,0.039951,0.0400007,0.0402302
1.536,0.0401071,0.0399776,0.0400921,0.0400641,0.040134
1.539,0.0400607,0.0400649,0.0401285,0.0400043,0.0402281
1.542,0.0401589,0.0400125,0.0401704,0.0400674,0.040231
1.545,0.040079,0.0399982,0.0402177,0.0400229,0.0401417
1.548,0.0399581,0.0398851,0.0400234,0.0400386,0.0402495
1.551,0.0400943,0.0398109,0.0399532,0.0400491,0.0403006
1.554,0.0400863,0.0400079,0.0400632,0.0399784,0.0402239
1.557,0.0401128,0.0399905,0.0400104,0.039976,0.0402376
1.56,0.0402828,0.0399829,0.040146,0.0399346,0.0400364
1.563,0.0400794,0.0399404,0.0401459,0.0398292,0.0399596
1.566,0.0399149,0.0397753,0.0400161,0.0399284,0.0400964
1.569,0.0399643,0.0398892,0.0400904,0.0400215,0.0400638
1.572,0.0399177,0.039988,0.040052,0.0400182,0.0401991
1.575,0.040098,0.0399311,0.0400002,0.0400643,0.040196
1.578,0.040204,0.0400557,0.0400508,0.0398707,0.0400637
1.581,0.0399976,0.0399148,0.0399674,0.0397998,0.0400785
1.584,0.0399722,0.0398424,0.0399804,0.0399401,0.0400776
1.587,0.0398346,0.0399817,0.0401027,0.0399517,0.0400695
1.59,0.0398758,0.039947,0.0400427,0.0400201,0.040251
1.593,0.0400802,0.039937,0.0400663,0.0400596,0.0401666
1.596,0.0400964,0.0399305,0.0400215,0.0398142,0.0400179
1.599,0.0401399,0.0397183,0.0398862,0.0397821,0.0400416
1.602,0.0400603,0.0397801,0.0400222,0.0398378,0.0399122
1.605,0.0399067,0.0399487,0.0400219,0.0398414,0.0400574
1.608,0.0399528,0.039902,0.040084,0.0400179,0.0401319
1.611,0.039974,0.0399372,0.0401268,0.0400387,0.0400638
1.614,0.0399405,0.0398882,0.0399951,0.0399267,0.0400671
1.617,0.0400696,0.0397519,0.0399336,0.0399472,0.0399593
1.62,0.0399808,0.0398674,0.0399976,0.0398611,0.0399398
1.623,0.0399407,0.0398799,0.0399897,0.0398807,0.0400944
1.626,0.0400084,0.0399342,0.0400867,0.039992,0.0400541
1.629,0.0398563,0.0400242,0.0400833,0.0399195,0.0400824
1.632,0.0398912,0.0398843,0.0398669,0.0398697,0.0400613
1.635,0.0399971,0.0398753,0.0399332,0.0398938,0.0399442
1.638,0.0399205,0.0398726,0.0398692,0.0397776,0.0399899
1.641,0.040054,0.039805,0.039922,0.0399206,0.0400145
1.644,0.0401176,0.0399081,0.0400726,0.0399042,0.0399652
1.647,0.039978,0.0398278,0.040002,0.0398488,0.0400111
1.65,0.0399244,0.0397475,0.0399727,0.0398709,0.0399536
1.653,0.0397799,0.0398424,0.0399856,0.0398425,0.0399418
1.656,0.0397815,0.0397827,0.0399016,0.0399328,0.0400985
1.659,0.039988,0.0398192,0.0400138,0.0399831,0.0400236
1.662,0.0399645,0.0399229,0.040024,0.03979,0.0400078
1.665,0.0399892,0.0397869,0.0399123,0.0397692,0.0399851
1.668,0.0399385,0.0397928,0.0399901,0.0397701,0.0398111
1.671,0.0396954,0.0398596,0.0398892,0.0397328,0.0400024
1.674,0.039717,0.039845,0.039858,0.0399611,0.0401102
1.677,0.0399378,0.0399302,0.0400391,0.0399561,0.0400401
1.68,0.0399554,0.0398875,0.0399251,0.0398496,0.0400053
1.683,0.0400356,0.0396957,0.0398651,0.0398391,0.0399006
1.686,0.0398644,0.0397482,0.0399358,0.0397159,0.03977
1.689,0.0396608,0.0397734,0.0398073,0.0398037,0.0399677
1.692,0.0397045,0.0398451,0.0399724,0.0399549,0.039954
1.695,0.0397706,0.0399613,0.0400505,0.0398723,0.0400098
1.698,0.0399089,0.0397536,0.0398525,0.0398888,0.0400466
1.701,0.0400282,0.0396781,0.0397814,0.039824,0.0398808
1.704,0.0398906,0.0397017,0.0397937,0.0396534,0.0398851
1.707,0.0398171,0.0396708,0.0398626,0.039782,0.0399359
1.71,0.0397846,0.0398836,0.0400404,0.0398389,0.0399117
1.713,0.0396622,0.0399405,0.0399113,0.0397955,0.0400141
1.716,0.0397847,0.0397069,0.0398425,0.0399051,0.0399722
1.719,0.0397476,0.0397873,0.0397746,0.0397336,0.0399141
1.722,0.0397244,0.0397094,0.0397248,0.0396861,0.0399565
1.725,0.0398126,0.0396786,0.0398357,0.039878,0.0399486
1.728,0.039735,0.0398978,0.0399285,0.0398412,0.0398935
1.731,0.0396339,0.0398342,0.0399099,0.0398493,0.0399797
1.734,0.0396708,0.0397385,0.0398387,0.0398375,0.0398396
1.737,0.0395443,0.0397428,0.0397789,0.0396675,0.0399151
1.74,0.0396894,0.0396507,0.0397636,0.0397451,0.0399202
1.743,0.0398216,0.0396434,0.0398765,0.0398543,0.0398798
1.746,0.039807,0.0398146,0.0398497,0.03974,0.0399969
1.749,0.039896,0.039643,0.0398332,0.0398338,0.0398235
1.752,0.0396586,0.0396944,0.0398833,0.0397066,0.0397793
1.755,0.0395165,0.0397025,0.0397194,0.0396449,0.039926
1.758,0.0394914,0.0396858,0.0397488,0.0398357,0.0399044
1.761,0.0395608,0.0397963,0.0397912,0.0398197,0.0399915
1.764,0.0396919,0.0397253,0.0397757,0.039855,0.0400676
1.767,0.0398003,0.0396769,0.0398691,0.0397716,0.0398793
1.77,0.0395869,0.0396579,0.03977,0.039683,0.0398308
1.773,0.0394933,0.0396475,0.039694,0.039718,0.0399102
1.776,0.0394587,0.0397436,0.0398871,0.0397862,0.0398572
1.779,0.0393996,0.0397679,0.0398722,0.0397507,0.0399678
1.782,0.0397138,0.0396581,0.0397869,0.0398241,0.0399267
1.785,0.0397584,0.0396427,0.0398297,0.0396438,0.0397716
1.788,0.0396737,0.0395027,0.0396636,0.0395772,0.0397699
1.791,0.0396239,0.0395382,0.0396814,0.0397688,0.0397208
1.794,0.0394426,0.0397502,0.0398661,0.0397353,0.0397883
1.797,0.0394081,0.0397589,0.0398187,0.0397827,0.0399525
1.8,0.0395827,0.0397332,0.0397875,0.039829,0.0398692
1.803,0.0395759,0.0396038,0.039737,0.0396142,0.0398611
1.806,0.0395885,0.0393787,0.0395419,0.039694,0.0399278
1.809,0.0395732,0.0395194,0.039652,0.0397497,0.039793
1.812,0.0394281,0.0396618,0.0397816,0.03968,0.039851
1.815,0.0394484,0.0396244,0.0398255,0.0398365,0.0398489
1.818,0.0394383,0.0396804,0.039852,0.0396599,0.0397596
1.821,0.0394448,0.0395326,0.0396526,0.0395789,0.0398125
1.824,0.0395422,0.0393794,0.0396033,0.0397609,0.0397512
1.827,0.0395739,0.0395296,0.0396572,0.0396644,0.039796
1.83,0.0395499,0.0395337,0.0396706,0.039677,0.0398565
1.833,0.0396137,0.0396236,0.0397591,0.0398109,0.0397647
1.836,0.039384,0.0397341,0.0397333,0.0396794,0.0397169
1.839,0.0393717,0.0395192,0.0395938,0.0396937,0.039765
1.842,0.0393157,0.0394923,0.0396459,0.0397642,0.0397447
1.845,0.039312,0.0395512,0.0395975,0.0397005,0.0398504
1.848,0.0395458,0.0394356,0.0396618,0.0397844,0.0398346
1.851,0.0395785,0.0394841,0.0397589,0.0397033,0.039761
1.854,0.0394887,0.0395081,0.0395745,0.0396209,0.0397341
1.857,0.039466,0.039482,0.0395776,0.0396261,0.0396072
1.86,0.0392211,0.0396041,0.0396135,0.0396005,0.0397128
1.863,0.0392653,0.0395636,0.039528,0.0397085,0.0398108
1.866,0.0394626,0.0394823,0.0396779,0.0398038,0.0397061
1.869,0.0395308,0.0394672,0.0396381,0.0396311,0.0397766
1.872,0.0395452,0.0393089,0.0394504,0.0396493,0.0397308
1.875,0.0394412,0.0394119,0.0396035,0.0396625,0.0395594
1.878,0.0391387,0.0395234,0.0395933,0.0396927,0.0397694
1.881,0.0392641,0.0395211,0.0395786,0.0398084,0.0397984
1.884,0.0393903,0.0396165,0.0396483,0.0397677,0.0396946
1.887,0.0393908,0.0394945,0.0395164,0.0396611,0.0398069
1.89,0.0395473,0.039278,0.0394929,0.0396895,0.0396414
1.893,0.0393916,0.039402,0.039516,0.039558,0.0396251
1.896,0.0393218,0.0393905,0.0394774,0.0397338,0.0398216
1.899,0.0393837,0.0394992,0.039598,0.0398553,0.0396719
1.902,0.0392892,0.0396407,0.0396159,0.0396552,0.0397447
1.905,0.0393226,0.0394322,0.0394075,0.0396877,0.0397066
1.908,0.0394336,0.0393291,0.0394424,0.0396811,0.0395934
1.911,0.0393393,0.0393322,0.0394274,0.0396377,0.0396958
1.914,0.0394034,0.0392946,0.0395519,0.0397805,0.0397587
1.917,0.0393604,0.0394775,0.0396993,0.0397805,0.039677
1.92,0.0392597,0.039523,0.0395657,0.0396856,0.0397675
1.923,0.0392866,0.0393819,0.039449,0.0396654,0.0396553
1.926,0.0392844,0.0394099,0.0394889,0.039576,0.0396556
1.929,0.039289,0.0392609,0.0393696,0.039636,0.0397908
1.932,0.0393998,0.0393132,0.0394805,0.0398317,0.0397159
1.935,0.039447,0.0394203,0.039599,0.03977,0.0397427
1.938,0.0393984,0.039354,0.0395008,0.0397694,0.0396564
1.941,0.0392946,0.0392931,0.0395076,0.0396999,0.0395788
1.944,0.0391598,0.0393479,0.0394269,0.0396347,0.0396985
1.947,0.0391783,0.0392996,0.0393968,0.0396701,0.0397211
1.95,0.039362,0.0393964,0.0395405,0.0397602,0.0396443
1.953,0.0394206,0.0393665,0.0394599,0.0397242,0.0396865
1.956,0.0395002,0.0391848,0.0395097,0.0397711,0.0395635
1.959,0.0393074,0.0392999,0.0395636,0.0395604,0.0394845
1.962,0.0391666,0.0392907,0.0394372,0.0395641,0.0396277
1.965,0.0392379,0.0392566,0.0395242,0.039717,0.0395895
1.968,0.0391608,0.0394126,0.0395133,0.0396787,0.0397001
1.971,0.0393656,0.0392703,0.039363,0.0397295,0.0397491
1.974,0.0395084,0.0391493,0.0394574,0.039712,0.0395347
1.977,0.0392987,0.0392028,0.0393792,0.0396218,0.0395777
1.98,0.039301,0.0392345,0.0393366,0.0397535,0.0395969
1.983,0.0392019,0.039404,0.039545,0.0397243,0.0396006
1.986,0.0390338,0.0394114,0.0394821,0.0396973,0.0397238
1.989,0.039341,0.0392838,0.0394442,0.0397169,0.0395959
1.992,0.0392589,0.0391533,0.0395233,0.0395736,0.0394752
1.995,0.0392236,0.038987,0.0393587,0.0395169,0.0396079
1.998,0.0393766,0.0390563,0.0395139,0.0396427,0.0395594
2.001,0.0392279,0.039249,0.0396273,0.0396314,0.0396137
2.004,0.0392543,0.0392377,0.0395441,0.0397184,0.0396423
2.007,0.0393024,0.0392119,0.0395631,0.0396933,0.039464
2.01,0.0391675,0.0391328,0.0393633,0.0395292,0.0394885
2.013,0.0392134,0.0390007,0.0392767,0.0396022,0.0396096
2.016,0.039359,0.0391268,0.0394747,0.0396575,0.0395364
2.019,0.0392915,0.039148,0.0394703,0.0396366,0.0397347
2.022,0.0393013,0.0391537,0.0394988,0.0397916,0.0396832
2.025,0.0392488,0.0392201,0.039518,0.0396279,0.0395891
2.028,0.0390521,0.039176,0.0393427,0.0395214,0.0396471
2.031,0.0390904,0.0390395,0.0393295,0.0396429,0.0396206
2.034,0.0391054,0.0391689,0.0394832,0.0395731,0.0395842
2.037,0.0392717,0.0390343,0.0394934,0.0396438,0.0396745
2.04,0.0394149,0.0390441,0.0395803,0.0396447,0.0395092
2.043,0.0393127,0.0390836,0.0395391,0.0394993,0.0395108
2.046,0.0391823,0.0390453,0.0393795,0.0395371,0.039519
2.049,0.0391067,0.0391531,0.0394313,0.0396102,0.0395376
2.052,0.0390505,0.0391801,0.0393232,0.0396522,0.0396786
2.055,0.0392461,0.0390374,0.0393658,0.0397584,0.03962
2.058,0.0393308,0.0391067,0.0394396,0.0396138,0.0395349
2.061,0.039203,0.0390349,0.0393671,0.0395125,0.0395614
2.064,0.0392309,0.0390162,0.0394341,0.0396417,0.0395542
2.067,0.0390249,0.0391783,0.0394191,0.0396277,0.03961
2.07,0.0390543,0.0391786,0.0393781,0.0396963,0.0397551
2.073,0.0392387,0.0391596,0.0394036,0.0396392,0.0396269
2.076,0.0392352,0.0391308,0.0393277,0.039484,0.0396074
2.079,0.0393032,0.0388511,0.0392757,0.0394744,0.039505
2.082,0.0392144,0.038981,0.0394748,0.0395475,0.0393917
2.085,0.0391229,0.0390904,0.0394712,0.0395747,0.0395995
2.088,0.0392121,0.0390851,0.0394613,0.0397337,0.0395718
2.091,0.0391542,0.0391974,0.0394963,0.0396652,0.0395199
2.094,0.0390872,0.0390679,0.0392216,0.0395429,0.0395781
2.097,0.0392066,0.0388627,0.0392531,0.0395834,0.039474
2.1,0.0390655,0.0389106,0.0393825,0.0395279,0.0395663
2.103,0.0391486,0.0389819,0.0394034,0.0397163,0.0396295
2.106,0.039229,0.0390507,0.0395272,0.0397536,0.0395193
2.109,0.0390763,0.0392041,0.0394259,0.0396009,0.0395494
2.112,0.0390989,0.0390501,0.0392169,0.0395895,0.0395232
2.115,0.0391315,0.0390434,0.0392695,0.0395084,0.0394516
2.118,0.0390639,0.0389687,0.0392799,0.0394678,0.0396429
2.121,0.0392639,0.0389564,0.0393392,0.0396704,0.03964
2.124,0.0391981,0.0390584,0.0395661,0.0396093,0.0395888
2.127,0.0390902,0.0390439,0.0394664,0.0395912,0.0395926
2.13,0.0391041,0.0389081,0.0393332,0.0396191,0.0394277
2.133,0.0389439,0.0390198,0.0393318,0.0395005,0.0394356
2.136,0.0389699,0.038917,0.0391776,0.03958,0.0395975
2.139,0.0391718,0.038949,0.0393159,0.0396598,0.0395988
2.142,0.0392005,0.0389871,0.0394054,0.0395244,0.0395798
2.145,0.0392008,0.0388133,0.0393364,0.0395061,0.0395111
2.148,0.039148,0.0388754,0.0394298,0.039555,0.0393682
2.151,0.0389116,0.0389769,0.0393209,0.039533,0.0394715
2.154,0.038982,0.0389526,0.0392473,0.0397007,0.0395802
2.157,0.0390524,0.0390911,0.0393574,0.0396601,0.0396211
2.16,0.0390967,0.0389381,0.0392652,0.0395086,0.0397238
2.163,0.0392072,0.0387404,0.0392835,0.0395286,0.039501
2.166,0.0390689,0.0388658,0.0393505,0.039421,0.039447
2.169,0.038993,0.0388457,0.0393488,0.0395166,0.0394989
2.172,0.0390544,0.0388544,0.0394686,0.0396242,0.0395165
2.175,0.0390026,0.0390714,0.0393705,0.0395569,0.0396491
2.178,0.0391136,0.0388988,0.0392367,0.03948,0.0395683
2.181,0.0392218,0.0388211,0.0392926,0.0394494,0.0393756
2.184,0.0391089,0.0388221,0.0392259,0.0393648,0.0395046
2.187,0.0391303,0.0387122,0.0393649,0.0395788,0.0394936
2.19,0.0390939,0.0389035,0.0394255,0.0396142,0.0394998
2.193,0.0389949,0.0390151,0.0393181,0.03956,0.0396854
2.196,0.0391298,0.0389175,0.0392255,0.0396327,0.0394951
2.199,0.0390629,0.0388662,0.0391457,0.0394722,0.0394431
2.202,0.0389531,0.038799,0.0390878,0.039543,0.0395455
2.205,0.0390746,0.0387817,0.0393147,0.0396155,0.0394714
2.208,0.039036,0.0388935,0.0394676,0.0395341,0.039608
2.211,0.0390621,0.0388623,0.03933,0.0396001,0.0395532
2.214,0.0391729,0.0389044,0.0393879,0.0395095,0.0394677
2.217,0.038998,0.0388817,0.0392131,0.0394259,0.0395083
2.22,0.0390666,0.038734,0.0391477,0.0395078,0.0395064
2.223,0.0391797,0.0388233,0.0392903,0.0395186,0.0394505
2.226,0.0391298,0.0388668,0.0392979,0.0395383,0.0395577
2.229,0.0392882,0.0388541,0.0393394,0.0395996,0.0395007
2.232,0.0390998,0.0389544,0.0392648,0.0394592,0.0394243
2.235,0.0390549,0.0388867,0.0390697,0.0394774,0.0395659
2.238,0.0390651,0.0389311,0.0390374,0.0396007,0.039462
2.241,0.0390568,0.0389437,0.0391741,0.0395308,0.0394806
2.244,0.0391646,0.03889,0.0391802,0.0396455,0.0395776
2.247,0.0392349,0.0388593,0.039298,0.0395925,0.0394173
2.25,0.0390718,0.0388552,0.039262,0.039464,0.039479
2.253,0.0390016,0.0387537,0.0391418,0.0395521,0.0394972
2.256,0.0389335,0.0389719,0.0391986,0.0395336,0.0394869
2.259,0.0389913,0.0389739,0.0391748,0.0395008,0.0395728
2.262,0.039229,0.0388255,0.0392133,0.0396443,0.0395229
2.265,0.0392727,0.0388644,0.0392437,0.0394111,0.0393913
2.268,0.0392353,0.0387657,0.0391302,0.0393962,0.0394289
2.271,0.039152,0.0387527,0.0392,0.0395155,0.0394409
2.274,0.0390725,0.0389659,0.0392508,0.0395483,0.0394864
2.277,0.0390393,0.038976,0.0391772,0.0396752,0.0394999
2.28,0.0392045,0.0390227,0.0392349,0.0396439,0.0394647
2.283,0.0391373,0.0389674,0.0390796,0.0394466,0.0394618
2.286,0.0392015,0.0386456,0.0390159,0.039479,0.0394382
2.289,0.0391418,0.0387399,0.0392055,0.0394758,0.0394232
2.292,0.0391106,0.0388571,0.0392011,0.0394403,0.0395308
2.295,0.0391168,0.0389057,0.0392631,0.0396765,0.039432
2.298,0.0391104,0.0389755,0.0392693,0.0395597,0.0394699
2.301,0.0391218,0.0388704,0.0390032,0.0394532,0.0395017
2.304,0.0391886,0.0387138,0.0390247,0.0394306,0.0393998
2.307,0.0391423,0.0387415,0.0391241,0.0394617,0.0394488
2.31,0.0392162,0.0387552,0.0391425,0.0395251,0.0394936
2.313,0.0392672,0.0388568,0.0393123,0.0395398,0.0394017
2.316,0.0390981,0.0389495,0.0392393,0.0394764,0.0394701
2.319,0.0390765,0.0388983,0.0391029,0.0395726,0.0394333
2.322,0.0390987,0.0388926,0.0391535,0.0395306,0.0393983
2.325,0.0390019,0.0388926,0.0390773,0.0394639,0.0395148
2.328,0.039271,0.0388227,0.0391558,0.0395986,0.0394696
2.331,0.0392419,0.0388516,0.0393326,0.0394053,0.0394134
2.334,0.0391891,0.0387962,0.0392244,0.0394034,0.039446
2.337,0.0391769,0.0387669,0.0391983,0.0395212,0.0393644
2.34,0.0390419,0.0389266,0.0391851,0.0395209,0.0394118
2.343,0.039028,0.0388547,0.0390546,0.0396556,0.0395998
2.346,0.0391708,0.0388934,0.039117,0.0395982,0.0394599
2.349,0.0392428,0.0388521,0.0391486,0.0394127,0.0394321
2.352,0.0392379,0.0387285,0.0391228,0.0394226,0.0393723
2.355,0.0392152,0.0387604,0.0391969,0.0393687,0.0392621
2.358,0.0389211,0.0388407,0.0391364,0.0394735,0.0394212
2.361,0.0390181,0.038908,0.0391414,0.0396593,0.0395036
2.364,0.0390956,0.0390485,0.0391758,0.0395609,0.0394808
2.367,0.0391917,0.0388979,0.0390814,0.0394512,0.0394646
2.37,0.039343,0.0387554,0.0391006,0.0394523,0.0392793
2.373,0.0392077,0.0387881,0.0392202,0.0393376,0.0392683
2.376,0.0391209,0.0387164,0.0391571,0.0395183,0.0394481
2.379,0.0391041,0.0388931,0.0392633,0.0396761,0.0394238
2.382,0.039015,0.0390463,0.0392434,0.0395686,0.0394912
2.385,0.0392074,0.038916,0.0390364,0.0395428,0.0394273
2.388,0.0392028,0.038829,0.0390969,0.0394704,0.0392757
2.391,0.0391371,0.0387935,0.0390282,0.0393953,0.0393773
2.394,0.0391586,0.0386781,0.0391156,0.0394896,0.039381
2.397,0.039129,0.0389428,0.0393211,0.0395416,0.0394446
2.4,0.039076,0.0389891,0.0391386,0.0395216,0.039519
2.403,0.0391817,0.0388426,0.0391316,0.0395887,0.0393306
2.406,0.0390408,0.0389076,0.0390447,0.039476,0.0393523
2.409,0.0390994,0.0387933,0.038953,0.0394434,0.0393831
2.412,0.0392255,0.0387908,0.0391834,0.0395056,0.0392778
2.415,0.0391508,0.0389152,0.0391993,0.0394869,0.0394218
2.418,0.039254,0.0388466,0.0391519,0.0395414,0.0394068
2.421,0.0391697,0.0388161,0.0391374,0.0396242,0.0392649
2.424,0.0389705,0.0388755,0.0390085,0.0395282,0.0393601
2.427,0.0390688,0.0387703,0.0390267,0.0396512,0.0393476
2.43,0.0391066,0.0388897,0.0391883,0.0394755,0.0393364
2.433,0.0391508,0.0388444,0.0391098,0.0393932,0.0394138
2.436,0.039369,0.0387517,0.0391304,0.0394524,0.0392924
2.439,0.039123,0.0388177,0.0391806,0.0393349,0.0392447
