ProDataCSV

Title: Mon Mar 18 16:56:47 2024

Remarks:
#User: SX User
#Date: 2024/03/18
#HV (Absorbance channel): 238.586
#Samples per point: 8
#Sample period: 12.5 us
#Temperature: 19.82 C
#Cell type: Stopped Flow
#Pathlength: 10

Last Modified: Mon Mar 18 17:16:48 2024 by unknown.

Options:

Available Dimensions:,3
Time,1000 time points over 0.1s,linear,oversampled,external trigger,pressure hold in operation
0.0392,0.0806928,0.0806591,0.0810229,0.0815428,0.0810732
0.0393,0.0806138,0.0806946,0.081056,0.0814398,0.0811026
0.0394,0.0806622,0.0807883,0.0810432,0.0815214,0.0809623
0.0395,0.0806689,0.0808484,0.0810848,0.0815526,0.0810861
0.0396,0.0807008,0.0808435,0.0811308,0.0816496,0.0809316
0.0397,0.0807485,0.0809329,0.0812564,0.0815815,0.0809991
0.0398,0.0806732,0.0809855,0.0811277,0.0815532,0.0809562
0.0399,0.0807455,0.0809801,0.0811786,0.0815784,0.0810205
0.04,0.0806475,0.0809445,0.0810389,0.0815152,0.0810964
0.0401,0.0806787,0.0810137,0.0810805,0.0815134,0.0810658
0.0402,0.0806873,0.0810303,0.0810861,0.0815913,0.0811149
0.0403,0.0807283,0.0809764,0.0811247,0.0816391,0.0811393
0.0404,0.0807436,0.0808931,0.0810499,0.0818073,0.0812405
0.0405,0.0807834,0.0809978,0.0810805,0.0816999,0.0812129
0.0406,0.0809341,0.0810211,0.0810646,0.0818552,0.0811761
0.0407,0.080863,0.0809402,0.0811786,0.0817478,0.0812779
0.0408,0.0808526,0.0811841,0.0810989,0.0816091,0.0814379
0.0409,0.0808704,0.0811351,0.0812074,0.0815306,0.081468
0.041,0.0808532,0.0810603,0.0812013,0.0815079,0.0814287
0.0411,0.0806995,0.0810003,0.0811388,0.081425,0.0814054
0.0412,0.0807895,0.0810536,0.0813098,0.081449,0.0815134
0.0413,0.0808943,0.0811486,0.0814367,0.0816649,0.0814097
0.0414,0.0810229,0.0811804,0.0813472,0.0818306,0.0814208
0.0415,0.0809543,0.0812981,0.0813693,0.0817999,0.0816054
0.0416,0.0808698,0.0813288,0.0813729,0.0818503,0.0814097
0.0417,0.0810193,0.081227,0.0813925,0.0817944,0.0814318
0.0418,0.0810425,0.0812172,0.0814858,0.081757,0.0814428
0.0419,0.0810217,0.0813306,0.0814336,0.0819135,0.0816011
0.042,0.0810144,0.0814294,0.0813049,0.0819461,0.0816723
0.0421,0.0811038,0.0813196,0.0813907,0.0818834,0.0816183
0.0422,0.0811467,0.0811982,0.0815023,0.0819768,0.0816054
0.0423,0.0811725,0.0812221,0.0813644,0.0820768,0.0814956
0.0424,0.0810272,0.0813055,0.08156,0.0820615,0.0815263
0.0425,0.0811265,0.0813079,0.0815735,0.0821954,0.0814833
0.0426,0.0811706,0.0813809,0.0815128,0.0820947,0.0815428
0.0427,0.0810536,0.0813962,0.0814428,0.0821008,0.0816269
0.0428,0.0811381,0.0814508,0.0814343,0.0820541,0.0816398
0.0429,0.0808943,0.0813521,0.0813723,0.0820744,0.081703
0.043,0.0810572,0.0812865,0.0813588,0.0821284,0.0816416
0.0431,0.0811265,0.0814349,0.0813969,0.082008,0.0818079
0.0432,0.0810383,0.0813502,0.0813527,0.0818847,0.0817073
0.0433,0.0812687,0.0813331,0.0814453,0.0819817,0.0817932
0.0434,0.0812804,0.0812711,0.0815355,0.0820105,0.081811
0.0435,0.0813061,0.0813043,0.0816747,0.082048,0.0817189
0.0436,0.0812779,0.0813239,0.0816103,0.0820498,0.0817398
0.0437,0.0812056,0.0812957,0.0815576,0.0819847,0.0817379
0.0438,0.0811412,0.0813067,0.0816085,0.0820627,0.0818681
0.0439,0.0810689,0.0812485,0.0816097,0.0819608,0.0819295
0.044,0.0811774,0.0813907,0.0816158,0.0820161,0.0819203
0.0441,0.0811743,0.0813748,0.0818251,0.082126,0.081865
0.0442,0.0812092,0.0813595,0.0816717,0.0821672,0.0818073
0.0443,0.081276,0.081368,0.0817312,0.0820277,0.0817815
0.0444,0.0812092,0.08156,0.0817202,0.0822667,0.0817349
0.0445,0.0812981,0.0814496,0.0817496,0.0823066,0.0817705
0.0446,0.0812295,0.0814533,0.0816349,0.082239,0.081714
0.0447,0.0812417,0.0813975,0.0816698,0.0822255,0.081822
0.0448,0.081151,0.0814428,0.0818625,0.0822624,0.0817944
0.0449,0.0811112,0.081433,0.0818097,0.0823085,0.0817472
0.045,0.0812785,0.0813141,0.0817183,0.0823042,0.081695
0.0451,0.0811559,0.0814208,0.0816956,0.0823435,0.0819417
0.0452,0.081015,0.0814257,0.0818208,0.0822612,0.0818533
0.0453,0.0810928,0.0815441,0.0818245,0.082338,0.0820136
0.0454,0.0810125,0.081568,0.0817999,0.082325,0.0819086
0.0455,0.0811694,0.081517,0.0818539,0.0823994,0.0820609
0.0456,0.081235,0.0815342,0.0818294,0.082424,0.0820431
0.0457,0.0812172,0.0816858,0.0819282,0.0823417,0.0820265
0.0458,0.0812393,0.0815766,0.0819012,0.0822962,0.0820732
0.0459,0.0811106,0.0814968,0.0818822,0.0823638,0.0821119
0.046,0.0812485,0.0817386,0.0817073,0.082354,0.0819817
0.0461,0.0812877,0.0815876,0.081668,0.0823871,0.0820302
0.0462,0.0813361,0.0817177,0.0818134,0.0822808,0.0820062
0.0463,0.0814312,0.0814508,0.0818263,0.0823318,0.0820259
0.0464,0.081216,0.0815833,0.0818773,0.0823257,0.0820658
0.0465,0.081392,0.0815674,0.0819479,0.0822605,0.0819718
0.0466,0.0813932,0.0816134,0.081919,0.082464,0.0820026
0.0467,0.0812675,0.0817367,0.0819608,0.082357,0.0820382
0.0468,0.0813766,0.081576,0.0818539,0.0823195,0.0819375
0.0469,0.0813625,0.0815532,0.0819442,0.0823337,0.081822
0.047,0.0814269,0.0817011,0.0820695,0.0824351,0.0819516
0.0471,0.0815342,0.0816017,0.0820191,0.0824117,0.0821033
0.0472,0.0814606,0.0815938,0.0819559,0.0824173,0.0822249
0.0473,0.081452,0.0817607,0.0818595,0.0825199,0.0822059
0.0474,0.0815207,0.081703,0.0820541,0.0823644,0.0821211
0.0475,0.0814097,0.0818153,0.0820584,0.0824308,0.082107
0.0476,0.0814208,0.081714,0.0822501,0.0823828,0.0822335
0.0477,0.081338,0.0817502,0.0822857,0.0826245,0.0822753
0.0478,0.0812816,0.0818791,0.0821665,0.0825666,0.0821684
0.0479,0.0813306,0.081911,0.0821469,0.0825931,0.0821696
0.048,0.0813644,0.0818767,0.0821211,0.0826571,0.0821714
0.0481,0.0813582,0.0817496,0.0822249,0.0826601,0.0820768
0.0482,0.0814152,0.0816152,0.082107,0.0825752,0.0821481
0.0483,0.0813509,0.081668,0.0821887,0.0825875,0.0822519
0.0484,0.0815434,0.0816281,0.082161,0.0826453,0.0822618
0.0485,0.0816103,0.0817871,0.0822698,0.0825488,0.082188
0.0486,0.0815385,0.081733,0.0822083,0.0825623,0.0821696
0.0487,0.0816833,0.0818982,0.0822126,0.0825599,0.0822132
0.0488,0.0815858,0.0818349,0.0822187,0.08255,0.0821358
0.0489,0.0815882,0.0818061,0.0821137,0.0825488,0.0822458
0.049,0.0816435,0.081819,0.0821168,0.0824855,0.0821672
0.0491,0.0816889,0.0818423,0.0819921,0.0823398,0.0822421
0.0492,0.0816993,0.0818926,0.0821641,0.0824935,0.0823177
0.0493,0.0816484,0.0818546,0.0820369,0.0823902,0.0822925
0.0494,0.0815649,0.0819393,0.0821856,0.0823324,0.0822845
0.0495,0.0816318,0.0817453,0.0821493,0.082413,0.0822931
0.0496,0.081525,0.0817392,0.0823312,0.0825716,0.0822359
0.0497,0.0815594,0.0818085,0.0822476,0.0826878,0.0823238
0.0498,0.0816349,0.0817207,0.082204,0.0826035,0.0823097
0.0499,0.0815189,0.0817735,0.0822919,0.0824756,0.0823595
0.05,0.0814907,0.0817392,0.0822624,0.0824941,0.0822157
0.0501,0.0817036,0.0818939,0.0823337,0.0823269,0.0823859
0.0502,0.0816097,0.0819,0.0822857,0.0823097,0.0823454
0.0503,0.081579,0.0819497,0.0821764,0.082459,0.0823896
0.0504,0.0816158,0.0818515,0.0821426,0.0825384,0.0822943
0.0505,0.08166,0.0818306,0.0820566,0.0825587,0.0823589
0.0506,0.0817484,0.0818147,0.0822458,0.0826755,0.0823576
0.0507,0.0817214,0.081722,0.0822685,0.0825968,0.0823675
0.0508,0.0817766,0.0818754,0.0822396,0.0826601,0.0825285
0.0509,0.0818018,0.0818294,0.0823705,0.0826232,0.0824941
0.051,0.0817453,0.0819129,0.0821997,0.082622,0.0823711
0.0511,0.0817312,0.0819338,0.0823964,0.0825697,0.0823294
0.0512,0.0817263,0.0819012,0.0823773,0.08259,0.0822673
0.0513,0.0817269,0.0818085,0.082314,0.0825162,0.0821764
0.0514,0.0817938,0.0818736,0.0824345,0.0824578,0.0821272
0.0515,0.0817373,0.0818263,0.0822999,0.0824701,0.0822661
0.0516,0.0817557,0.0817674,0.0823546,0.082563,0.0823638
0.0517,0.0816649,0.0818269,0.082314,0.0825728,0.0825009
0.0518,0.0815496,0.0819019,0.0822341,0.0826392,0.0825015
0.0519,0.081633,0.0818662,0.0821672,0.0825894,0.0824873
0.052,0.0815876,0.0819945,0.0822673,0.0825765,0.0824806
0.0521,0.0818042,0.0819319,0.0824812,0.0826497,0.0824892
0.0522,0.081811,0.0818963,0.082539,0.0825488,0.0824578
0.0523,0.0817484,0.081994,0.0824824,0.082638,0.0824867
0.0524,0.0817846,0.0819473,0.0825125,0.0826404,0.0824246
0.0525,0.0816882,0.0819344,0.0824191,0.0828028,0.0824965
0.0526,0.0816256,0.0818644,0.082405,0.0827899,0.0824185
0.0527,0.0816668,0.081924,0.0823964,0.0826417,0.0823976
0.0528,0.0815502,0.0820117,0.0824234,0.0826441,0.0824295
0.0529,0.0817214,0.0820848,0.0823834,0.0826072,0.0825463
0.053,0.0818619,0.0820161,0.0824351,0.0827727,0.0823859
0.0531,0.0819473,0.0819368,0.0824412,0.0826355,0.0824529
0.0532,0.0818914,0.082048,0.0823853,0.0827345,0.08244
0.0533,0.0819945,0.081935,0.082298,0.0826282,0.082424
0.0534,0.0817778,0.0818859,0.0824271,0.0826847,0.0824683
0.0535,0.081954,0.0819638,0.0823171,0.0828028,0.0822913
0.0536,0.0819282,0.0819147,0.0823841,0.0827499,0.0823638
0.0537,0.0818705,0.0819405,0.0824585,0.0827536,0.0823263
0.0538,0.0819737,0.0819841,0.082322,0.0827911,0.082389
0.0539,0.0819829,0.0820302,0.082397,0.0826915,0.0824978
0.054,0.0818447,0.0820296,0.0825052,0.0827309,0.0823785
0.0541,0.0818619,0.0819424,0.082523,0.0827844,0.0824529
0.0542,0.0818036,0.081978,0.0823496,0.0828108,0.0824087
0.0543,0.0818294,0.0821389,0.0824252,0.0826964,0.0824664
0.0544,0.0817901,0.0822194,0.082389,0.0827259,0.0824283
0.0545,0.0820007,0.0821549,0.0824087,0.0828656,0.0824972
0.0546,0.0818748,0.0821616,0.0825377,0.0827881,0.0823195
0.0547,0.0819031,0.0821284,0.0824259,0.0828502,0.0823625
0.0548,0.081881,0.0821966,0.0824185,0.082876,0.082472
0.0549,0.0819749,0.0821149,0.0824947,0.0829253,0.0824068
0.055,0.0818625,0.0821334,0.0824775,0.0829653,0.0823681
0.0551,0.0820302,0.0822231,0.0824744,0.082884,0.0824381
0.0552,0.082102,0.0821985,0.0824265,0.0828927,0.0823269
0.0553,0.081997,0.0822218,0.0824326,0.0830841,0.0823576
0.0554,0.0820382,0.0820609,0.0825254,0.0829438,0.0823226
0.0555,0.0822243,0.081954,0.0824535,0.0829443,0.0823755
0.0556,0.0821825,0.0821137,0.0825703,0.0829745,0.0824855
0.0557,0.0821672,0.0822642,0.0825912,0.0830102,0.0824658
0.0558,0.0823373,0.0821733,0.0825279,0.0829314,0.0825285
0.0559,0.0822992,0.0822077,0.0826232,0.0828514,0.0825925
0.056,0.0822722,0.0821063,0.0825193,0.0829,0.0824683
0.0561,0.0820928,0.0822022,0.0825058,0.0829136,0.0825537
0.0562,0.0821278,0.0821893,0.0826195,0.0829548,0.0826644
0.0563,0.0821328,0.0820842,0.0825224,0.0829567,0.0824916
0.0564,0.0821334,0.0820596,0.0825439,0.0830305,0.0826767
0.0565,0.0821586,0.0820652,0.0824136,0.0829443,0.0824763
0.0566,0.0821211,0.0821794,0.0823632,0.0830373,0.0826995
0.0567,0.0821665,0.0822015,0.0823797,0.0830022,0.0825919
0.0568,0.0821936,0.0820658,0.0824332,0.0829899,0.0825507
0.0569,0.0821604,0.0821235,0.0825101,0.0831062,0.082587
0.057,0.0821002,0.0820449,0.0824001,0.08311,0.0824935
0.0571,0.0821844,0.0821198,0.0824603,0.0830619,0.0825396
0.0572,0.0821143,0.082188,0.0824646,0.0831346,0.082686
0.0573,0.0822003,0.0822015,0.0823951,0.0831598,0.0826657
0.0574,0.0822028,0.0822354,0.082349,0.0832177,0.0826091
0.0575,0.0822563,0.0822839,0.0824246,0.0831284,0.0825002
0.0576,0.0822581,0.0822906,0.0825211,0.0832091,0.08244
0.0577,0.0822833,0.0822175,0.0825119,0.0830785,0.0824941
0.0578,0.0822421,0.0821739,0.0826466,0.0830656,0.0825433
0.0579,0.0823029,0.08222,0.082558,0.0830305,0.0825427
0.058,0.0822323,0.0822089,0.082507,0.0830312,0.0826195
0.0581,0.0822673,0.082298,0.082587,0.0829671,0.0826878
0.0582,0.0823582,0.0822286,0.0826343,0.0829727,0.0826798
0.0583,0.0822919,0.0821107,0.0825052,0.0828988,0.0827069
0.0584,0.082408,0.0820799,0.0826029,0.0829351,0.0827493
0.0585,0.0822771,0.0821119,0.0826835,0.0829948,0.0827229
0.0586,0.0823625,0.082099,0.0824732,0.0830527,0.0826429
0.0587,0.0823392,0.08211,0.0825168,0.0829234,0.0826011
0.0588,0.0822771,0.0821119,0.0826331,0.0827776,0.0826257
0.0589,0.0822649,0.0819909,0.0826663,0.0828071,0.0825248
0.059,0.0822273,0.0821198,0.0826798,0.0828367,0.0825777
0.0591,0.0822114,0.0822446,0.0825783,0.0829308,0.0825845
0.0592,0.0822071,0.0821542,0.0824972,0.0829671,0.0825482
0.0593,0.0821856,0.0822919,0.0825728,0.0831272,0.0825107
0.0594,0.0822151,0.0822667,0.0826035,0.083161,0.0826146
0.0595,0.0821635,0.0822753,0.0824996,0.0830527,0.0825494
0.0596,0.0821954,0.0822704,0.0826453,0.0831167,0.0825863
0.0597,0.0822599,0.0821622,0.0825488,0.0832448,0.082857
0.0598,0.0822421,0.0822759,0.0825728,0.0831567,0.0828176
0.0599,0.0822126,0.082169,0.0825359,0.0832429,0.0827013
0.06,0.0822661,0.082271,0.0825544,0.0832546,0.0826171
0.0601,0.0823386,0.082263,0.0826816,0.0833575,0.0826331
0.0602,0.0822175,0.0821149,0.08267,0.0832251,0.0826675
0.0603,0.0822175,0.0822145,0.0826558,0.0832559,0.0826884
0.0604,0.082196,0.082161,0.0826613,0.0832744,0.0826263
0.0605,0.0821844,0.082204,0.0825433,0.0832442,0.0826958
0.0606,0.0822747,0.0821641,0.0824541,0.0832528,0.082793
0.0607,0.0822827,0.0822323,0.0824898,0.0831943,0.0828207
0.0608,0.0822495,0.0822077,0.082405,0.0831303,0.0829684
0.0609,0.082349,0.0822851,0.0824701,0.0832257,0.0828551
0.061,0.0824425,0.0823773,0.0825875,0.0832596,0.0827376
0.0611,0.0823085,0.0822151,0.0826005,0.0833236,0.0827302
0.0612,0.0823675,0.0823078,0.0826675,0.0832423,0.0826847
0.0613,0.0824554,0.0823091,0.0825716,0.0831961,0.0826866
0.0614,0.0823853,0.0822409,0.0825642,0.0832454,0.0827948
0.0615,0.0822913,0.0822827,0.082681,0.0832146,0.0827339
0.0616,0.0821678,0.0823294,0.0826946,0.0832436,0.082705
0.0617,0.081978,0.0824462,0.0826152,0.0832208,0.0827462
0.0618,0.082142,0.0824615,0.0825943,0.0832744,0.0828237
0.0619,0.0820664,0.0823705,0.0826177,0.0832713,0.0827752
0.062,0.0820996,0.0822704,0.0827124,0.0833045,0.0826829
0.0621,0.0822329,0.0824006,0.0827481,0.0832294,0.0826201
0.0622,0.0822354,0.082456,0.0826571,0.0833439,0.0827382
0.0623,0.0823459,0.0824474,0.0827499,0.0834185,0.0828084
0.0624,0.0823447,0.0823804,0.0826515,0.0833464,0.0827862
0.0625,0.0823189,0.0823933,0.0827555,0.0832238,0.0828318
0.0626,0.0824271,0.0823675,0.082681,0.0833409,0.0827684
0.0627,0.0824498,0.082314,0.0826755,0.0833661,0.0827702
0.0628,0.0823945,0.0823699,0.0826152,0.0834228,0.0828145
0.0629,0.0824369,0.0822268,0.0826626,0.0834431,0.0826921
0.063,0.0824763,0.0823226,0.0826324,0.0835023,0.0827468
0.0631,0.0824166,0.0823927,0.0826269,0.0834629,0.082729
0.0632,0.0823368,0.0822286,0.0827591,0.0833643,0.0828194
0.0633,0.0823423,0.0822563,0.0827739,0.0835879,0.0828391
0.0634,0.0824523,0.0822765,0.0827142,0.083469,0.0827721
0.0635,0.0823343,0.0823023,0.0827419,0.0835448,0.0829265
0.0636,0.0822169,0.0823134,0.0826171,0.0833033,0.0828213
0.0637,0.0823711,0.0822612,0.082705,0.0834666,0.0828724
0.0638,0.0823355,0.0823085,0.0827715,0.083363,0.0828877
0.0639,0.0822501,0.0822827,0.0828822,0.0834641,0.0828434
0.064,0.0821647,0.0823404,0.0828711,0.0834524,0.0828644
0.0641,0.0822145,0.0823115,0.0828816,0.0834493,0.0829751
0.0642,0.0822298,0.0823515,0.0828471,0.0833458,0.0828631
0.0643,0.0822759,0.0823785,0.0828096,0.0834358,0.0829647
0.0644,0.0822003,0.0822888,0.0827721,0.0834037,0.0828373
0.0645,0.0822507,0.0823398,0.0827555,0.0833963,0.082865
0.0646,0.0822833,0.0823613,0.0828711,0.0834123,0.0828687
0.0647,0.0822495,0.0823693,0.0828281,0.0834992,0.0828484
0.0648,0.0823048,0.0823736,0.0827653,0.0834789,0.0827825
0.0649,0.082279,0.0823976,0.0828115,0.0835842,0.0828951
0.065,0.0823122,0.0823189,0.0828514,0.0835738,0.0828877
0.0651,0.082255,0.0823669,0.0827745,0.0834733,0.0829191
0.0652,0.0823318,0.0823368,0.0829198,0.0834277,0.0829542
0.0653,0.0823466,0.0822956,0.0827911,0.0834696,0.083009
0.0654,0.0822599,0.0822882,0.0828151,0.0834327,0.08311
0.0655,0.0822894,0.08248,0.082801,0.0836071,0.0830939
0.0656,0.0823078,0.082491,0.0828428,0.0834388,0.0830595
0.0657,0.0823306,0.0825673,0.0828563,0.0833821,0.0831186
0.0658,0.0824234,0.0824099,0.0827413,0.0836083,0.0830792
0.0659,0.0822593,0.0824842,0.0828797,0.0835362,0.0830674
0.066,0.0822458,0.0822194,0.082849,0.0834894,0.0832522
0.0661,0.082459,0.0822255,0.0827678,0.0835152,0.0830865
0.0662,0.0825082,0.0823625,0.0827967,0.0834807,0.0831093
0.0663,0.0823281,0.0824756,0.0827831,0.0834813,0.0831253
0.0664,0.082212,0.0824609,0.0829924,0.0833507,0.0830724
0.0665,0.0822986,0.082472,0.0829819,0.0834813,0.0829647
0.0666,0.0822753,0.08244,0.0829714,0.0834555,0.0830785
0.0667,0.0822132,0.0824671,0.0829837,0.0835121,0.0830779
0.0668,0.0822163,0.0824855,0.0829025,0.0834154,0.0830564
0.0669,0.0821659,0.0824732,0.0830872,0.083429,0.0830059
0.067,0.0822679,0.082547,0.0830779,0.0834216,0.082993
0.0671,0.0822722,0.08248,0.0830625,0.0834844,0.083166
0.0672,0.0822833,0.0823976,0.0831056,0.0834117,0.0830515
0.0673,0.082161,0.0822612,0.0829333,0.0835818,0.0831019
0.0674,0.0821948,0.082416,0.0829757,0.0836182,0.0832275
0.0675,0.0823189,0.0823841,0.0828853,0.0836058,0.0832023
0.0676,0.0824197,0.082341,0.0829591,0.0835744,0.0831149
0.0677,0.0822329,0.0823883,0.0829936,0.0835165,0.0831013
0.0678,0.0822943,0.0824437,0.0829105,0.0834801,0.0831783
0.0679,0.0823834,0.0823828,0.0829462,0.0834592,0.0830182
0.068,0.0822642,0.0824154,0.0828859,0.0834296,0.0831001
0.0681,0.082298,0.0824295,0.0828207,0.0834949,0.0831038
0.0682,0.0823361,0.0824554,0.0829037,0.0836539,0.083137
0.0683,0.0823103,0.0824855,0.0828816,0.0836311,0.0831222
0.0684,0.0822575,0.0823705,0.082857,0.0836804,0.0830896
0.0685,0.0823011,0.0824062,0.0828231,0.0836299,0.0831512
0.0686,0.082325,0.0825482,0.082873,0.0836521,0.0831727
0.0687,0.0822372,0.0824664,0.0828157,0.0837889,0.0831789
0.0688,0.0822667,0.0824025,0.0829573,0.0835251,0.0829191
0.0689,0.0823681,0.0824836,0.0828379,0.0836225,0.0829548
0.069,0.0821678,0.0825851,0.0829844,0.083641,0.0827438
0.0691,0.0823208,0.0823988,0.0830995,0.0836336,0.082873
0.0692,0.0823183,0.0824486,0.0829142,0.0835448,0.0829739
0.0693,0.0823164,0.0825224,0.082972,0.0835516,0.0829942
0.0694,0.0823226,0.0823939,0.0828865,0.0836496,0.0831801
0.0695,0.0822581,0.0823632,0.0828724,0.0836422,0.0831678
0.0696,0.0822568,0.082507,0.0829813,0.0835319,0.0831383
0.0697,0.0822931,0.0824849,0.0829068,0.0834974,0.0830527
0.0698,0.082322,0.08248,0.0829905,0.0834894,0.0830084
0.0699,0.0822661,0.0823589,0.0829708,0.0834579,0.0830484
0.07,0.0822839,0.0824455,0.0830964,0.0836274,0.0831537
0.0701,0.0823373,0.0825587,0.0830638,0.0836132,0.0830527
0.0702,0.0823312,0.0825021,0.0829,0.083673,0.0830201
0.0703,0.0821819,0.0824671,0.0829474,0.0835658,0.0830318
0.0704,0.0822698,0.0825666,0.0829413,0.0835676,0.083057
0.0705,0.0822563,0.0825476,0.0829739,0.0836225,0.0830742
0.0706,0.0821033,0.0825802,0.0829727,0.0836441,0.083105
0.0707,0.0821315,0.0824658,0.0829856,0.0836866,0.083001
0.0708,0.0821966,0.0824523,0.082884,0.0835023,0.0828957
0.0709,0.0822716,0.0824504,0.0829893,0.0836194,0.0830459
0.071,0.0822685,0.0825009,0.0829788,0.0837408,0.0830946
0.0711,0.0823085,0.0825568,0.0829228,0.083702,0.0831075
0.0712,0.0823503,0.0824431,0.0828145,0.0835349,0.0830028
0.0713,0.0823226,0.0824671,0.0828336,0.0834906,0.0829339
0.0714,0.0822667,0.0825716,0.0828668,0.0835966,0.0828884
0.0715,0.0823158,0.0825931,0.0830428,0.0836083,0.0830293
0.0716,0.0823417,0.0825986,0.082932,0.0835078,0.0829708
0.0717,0.0823595,0.0825925,0.0829671,0.0834604,0.0830539
0.0718,0.0823576,0.0825334,0.0829043,0.0836527,0.0830835
0.0719,0.0822292,0.0825279,0.0828164,0.0836015,0.0830293
0.072,0.0823201,0.0825802,0.0828724,0.0836366,0.0829665
0.0721,0.0823263,0.0825992,0.0829536,0.0835387,0.0830231
0.0722,0.0823496,0.0825242,0.0828336,0.0836262,0.0829616
0.0723,0.0822747,0.0824978,0.0828219,0.0836212,0.0829954
0.0724,0.0823435,0.0825414,0.082705,0.0836391,0.082905
0.0725,0.0824019,0.0825371,0.0826823,0.0835417,0.0830995
0.0726,0.0823797,0.0825802,0.082654,0.0834931,0.083009
0.0727,0.0823503,0.0825421,0.0828834,0.0836514,0.083028
0.0728,0.0824179,0.0824467,0.0829037,0.0837143,0.0830028
0.0729,0.0823896,0.0824511,0.0828496,0.0836613,0.0830576
0.073,0.0823951,0.0823755,0.0829013,0.0836151,0.0830847
0.0731,0.0824529,0.0824246,0.0827782,0.0836169,0.0829862
0.0732,0.0823939,0.0825617,0.0827776,0.0836034,0.0830114
0.0733,0.0822292,0.0825986,0.0828551,0.0836564,0.0830182
0.0734,0.0824369,0.0825009,0.0828582,0.0835559,0.0829831
0.0735,0.0824394,0.0825427,0.0828053,0.083567,0.0829745
0.0736,0.0823324,0.0825912,0.0828724,0.083559,0.0829942
0.0737,0.0824504,0.0825839,0.0828194,0.0836292,0.0830151
0.0738,0.0825254,0.0826601,0.0828459,0.0836231,0.0830385
0.0739,0.0826208,0.082729,0.0828921,0.0834493,0.083049
0.074,0.0825101,0.0826404,0.082873,0.0835109,0.0829523
0.0741,0.0824375,0.0825199,0.0830404,0.0835707,0.082969
0.0742,0.0825605,0.0825414,0.0829234,0.0835344,0.0829431
0.0743,0.0825064,0.0825722,0.08286,0.0836089,0.0829438
0.0744,0.0826245,0.0825525,0.0828059,0.0836058,0.0829327
0.0745,0.0825974,0.0825138,0.0827345,0.0834715,0.08286
0.0746,0.0825334,0.0824302,0.0827924,0.0835904,0.0829253
0.0747,0.0825236,0.0823066,0.0827942,0.0835886,0.0830238
0.0748,0.0824548,0.0823718,0.0827431,0.0834727,0.0829364
0.0749,0.0824302,0.0823779,0.0827573,0.0834746,0.0830293
0.075,0.0824117,0.0823951,0.0826829,0.0835818,0.082961
0.0751,0.0824381,0.0824972,0.0827333,0.0835491,0.0829523
0.0752,0.0825697,0.0824609,0.0828397,0.0834561,0.0830151
0.0753,0.0825673,0.0825974,0.082812,0.0833883,0.0829548
0.0754,0.082555,0.0825211,0.0827585,0.0833938,0.0828711
0.0755,0.0825863,0.0824646,0.0827727,0.0834437,0.0829068
0.0756,0.082534,0.0823496,0.082876,0.0833409,0.082897
0.0757,0.0826226,0.0824677,0.0827653,0.0832984,0.0829788
0.0758,0.0825507,0.082405,0.0827788,0.0833446,0.0830354
0.0759,0.0825587,0.0825673,0.0828945,0.0835134,0.0829764
0.076,0.0826023,0.0824812,0.0829302,0.0835954,0.0830527
0.0761,0.08263,0.082531,0.0827475,0.083567,0.0830219
0.0762,0.0826318,0.0825365,0.0828767,0.0835954,0.0829074
0.0763,0.0825218,0.0826035,0.0828139,0.0835165,0.0828674
0.0764,0.082523,0.0824627,0.0827419,0.0835652,0.0828964
0.0765,0.082606,0.0825009,0.0828176,0.0835214,0.0830053
0.0766,0.0825814,0.0825156,0.0827628,0.0833686,0.082972
0.0767,0.0824646,0.0826128,0.0828988,0.0834425,0.0829727
0.0768,0.0826398,0.0825568,0.082836,0.0835306,0.0828933
0.0769,0.0825384,0.0825728,0.0829505,0.0834807,0.0828674
0.077,0.0825132,0.0824338,0.0829782,0.0835115,0.0828637
0.0771,0.0826534,0.0826134,0.0828539,0.0836003,0.0827745
0.0772,0.082571,0.0826564,0.082865,0.0835892,0.0828533
0.0773,0.082515,0.0824504,0.0827339,0.0836009,0.0828311
0.0774,0.0826195,0.0823662,0.0829425,0.0835947,0.0827887
0.0775,0.0824793,0.0824726,0.0828441,0.0837057,0.0828754
0.0776,0.0825414,0.0824462,0.082897,0.0837655,0.0829967
0.0777,0.0826712,0.0824873,0.0829277,0.0836841,0.0830927
0.0778,0.0826589,0.0824006,0.0828157,0.0836428,0.0830662
0.0779,0.0825402,0.0824185,0.0829283,0.0836447,0.0829093
0.078,0.0824523,0.082483,0.0829727,0.0835879,0.0828348
0.0781,0.0825814,0.0824406,0.0830638,0.0838543,0.0828367
0.0782,0.0825224,0.082622,0.0830853,0.0837322,0.0829764
0.0783,0.0825636,0.0826368,0.082932,0.0837575,0.0830785
0.0784,0.0824437,0.0825556,0.0828397,0.0836533,0.0830077
0.0785,0.0826257,0.0826527,0.0828533,0.0836551,0.0830847
0.0786,0.0826595,0.0825697,0.0828471,0.0835251,0.0830607
0.0787,0.0826435,0.0825113,0.0828625,0.0837186,0.0830305
0.0788,0.082523,0.0825537,0.0827985,0.0836545,0.0831653
0.0789,0.08248,0.0826466,0.0828533,0.0836508,0.0830632
0.079,0.0827561,0.0826269,0.0829124,0.0837267,0.0830305
0.0791,0.082697,0.0826164,0.0829253,0.0838,0.0830508
